Age,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeID,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Year,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Attrition
40,Travel_Rarely,8,3,Other,104,2,Married,50870,3.0,14,1,10.0,3,7,1,7,2015,4.0,3.0,3.0,3,0
40,Travel_Rarely,8,3,Other,104,2,Married,50870,3.0,14,1,10.0,3,7,1,7,2016,4.0,3.0,3.0,3,0
21,Non-Travel,1,5,Life Sciences,105,2,Single,28630,1.0,14,0,3.0,2,3,2,2,2015,1.0,4.0,2.0,1,0
21,Non-Travel,1,5,Life Sciences,105,2,Single,28630,1.0,14,0,3.0,2,3,2,2,2016,1.0,4.0,2.0,1,0
33,Travel_Rarely,28,2,Human Resources,106,5,Single,55610,1.0,21,1,1.0,3,1,0,0,2015,4.0,3.0,3.0,1,1
37,Travel_Rarely,5,3,Life Sciences,107,4,Married,21440,6.0,19,0,17.0,3,5,0,3,2015,3.0,1.0,3.0,4,0
37,Travel_Rarely,5,3,Life Sciences,107,4,Married,21440,6.0,19,0,17.0,3,5,0,3,2016,3.0,1.0,3.0,4,0
46,Non-Travel,2,4,Marketing,108,2,Married,30650,2.0,11,0,7.0,3,1,0,0,2015,3.0,3.0,4.0,3,0
46,Non-Travel,2,4,Marketing,108,2,Married,30650,2.0,11,0,7.0,3,1,0,0,2016,3.0,3.0,4.0,3,0
41,Travel_Frequently,16,1,Medical,109,1,Single,28100,1.0,11,0,8.0,3,8,7,7,2015,1.0,2.0,3.0,4,1
50,Travel_Rarely,9,3,Medical,110,3,Single,98880,6.0,15,0,20.0,2,4,1,3,2015,4.0,4.0,3.0,3,0
50,Travel_Rarely,9,3,Medical,110,3,Single,98880,6.0,15,0,20.0,2,4,1,3,2016,4.0,4.0,3.0,3,0
40,Travel_Rarely,8,3,Medical,111,1,Married,86280,2.0,20,0,8.0,2,6,1,0,2015,3.0,3.0,3.0,2,1
31,Travel_Rarely,1,3,Life Sciences,112,4,Single,28670,0.0,24,0,3.0,5,2,2,2,2015,3.0,2.0,3.0,3,0
31,Travel_Rarely,1,3,Life Sciences,112,4,Single,28670,0.0,24,0,3.0,5,2,2,2,2016,3.0,2.0,3.0,3,0
21,Travel_Rarely,10,2,Human Resources,113,1,Single,53730,1.0,12,1,1.0,2,1,0,0,2015,3.0,2.0,3.0,3,1
29,Travel_Rarely,1,3,Life Sciences,114,2,Single,66670,9.0,12,1,6.0,6,3,1,2,2015,4.0,4.0,3.0,4,0
29,Travel_Rarely,1,3,Life Sciences,114,2,Single,66670,9.0,12,1,6.0,6,3,1,2,2016,4.0,4.0,3.0,4,0
35,Travel_Rarely,29,3,Life Sciences,115,3,Single,50030,9.0,15,0,10.0,2,1,0,0,2015,3.0,2.0,3.0,3,0
35,Travel_Rarely,29,3,Life Sciences,115,3,Single,50030,9.0,15,0,10.0,2,1,0,0,2016,3.0,2.0,3.0,3,0
27,Travel_Rarely,2,3,Life Sciences,116,1,Divorced,23670,2.0,12,1,5.0,2,5,0,4,2015,4.0,2.0,3.0,3,0
27,Travel_Rarely,2,3,Life Sciences,116,1,Divorced,23670,2.0,12,1,5.0,2,5,0,4,2016,4.0,2.0,3.0,3,0
28,Travel_Rarely,2,2,Medical,117,3,Single,28580,1.0,12,0,7.0,2,7,0,7,2015,2.0,4.0,3.0,2,0
28,Travel_Rarely,2,2,Medical,117,3,Single,28580,1.0,12,0,7.0,2,7,0,7,2016,2.0,4.0,3.0,2,0
49,Travel_Rarely,2,3,Technical Degree,118,2,Single,52040,8.0,14,1,26.0,3,5,0,0,2015,2.0,3.0,3.0,3,0
49,Travel_Rarely,2,3,Technical Degree,118,2,Single,52040,8.0,14,1,26.0,3,5,0,0,2016,2.0,3.0,3.0,3,0
51,Travel_Rarely,1,2,Life Sciences,119,1,Married,41050,4.0,22,1,18.0,2,7,0,7,2015,3.0,4.0,2.0,3,0
51,Travel_Rarely,1,2,Life Sciences,119,1,Married,41050,4.0,22,1,18.0,2,7,0,7,2016,3.0,4.0,2.0,3,0
36,Travel_Rarely,15,2,Life Sciences,120,1,Married,96790,4.0,12,0,6.0,1,2,2,2,2015,4.0,3.0,3.0,3,0
36,Travel_Rarely,15,2,Life Sciences,120,1,Married,96790,4.0,12,0,6.0,1,2,2,2,2016,4.0,3.0,3.0,3,0
34,Non-Travel,7,3,Life Sciences,121,1,Single,56170,8.0,25,1,9.0,3,5,0,4,2015,1.0,4.0,2.0,3,1
55,Travel_Rarely,26,3,Marketing,122,1,Single,104480,2.0,13,0,30.0,3,5,1,2,2015,3.0,4.0,3.0,3,0
55,Travel_Rarely,26,3,Marketing,122,1,Single,104480,2.0,13,0,30.0,3,5,1,2,2016,3.0,4.0,3.0,3,0
24,Travel_Rarely,1,3,Life Sciences,123,5,Divorced,28970,1.0,18,3,5.0,4,5,0,3,2015,4.0,3.0,4.0,3,0
24,Travel_Rarely,1,3,Life Sciences,123,5,Divorced,28970,1.0,18,3,5.0,4,5,0,3,2016,4.0,3.0,4.0,3,0
30,Travel_Rarely,3,3,Life Sciences,124,2,Married,59680,1.0,13,0,1.0,3,1,0,0,2015,3.0,2.0,3.0,3,0
30,Travel_Rarely,3,3,Life Sciences,124,2,Married,59680,1.0,13,0,1.0,3,1,0,0,2016,3.0,2.0,3.0,3,0
26,Travel_Frequently,14,3,Life Sciences,125,2,Single,75100,0.0,18,3,7.0,3,6,0,4,2015,3.0,3.0,3.0,3,1
22,Travel_Rarely,16,5,Other,126,1,Married,29910,1.0,19,2,2.0,3,2,1,2,2015,1.0,2.0,3.0,2,0
22,Travel_Rarely,16,5,Other,126,1,Married,29910,1.0,19,2,2.0,3,2,1,2,2016,1.0,2.0,3.0,2,0
36,Travel_Rarely,1,3,Medical,127,5,Married,196360,1.0,12,1,10.0,3,10,9,0,2015,2.0,3.0,3.0,3,0
36,Travel_Rarely,1,3,Medical,127,5,Married,196360,1.0,12,1,10.0,3,10,9,0,2016,2.0,3.0,3.0,3,0
30,Travel_Frequently,3,2,Marketing,128,3,Single,11290,9.0,19,0,3.0,2,1,0,0,2015,3.0,4.0,3.0,2,1
37,Travel_Rarely,10,1,Technical Degree,129,1,Divorced,133410,1.0,14,1,18.0,3,18,12,17,2015,4.0,1.0,2.0,3,0
37,Travel_Rarely,10,1,Technical Degree,129,1,Divorced,133410,1.0,14,1,18.0,3,18,12,17,2016,4.0,1.0,2.0,3,0
40,Travel_Rarely,6,2,Medical,130,3,Divorced,43320,7.0,14,2,8.0,3,5,1,3,2015,4.0,2.0,3.0,2,0
40,Travel_Rarely,6,2,Medical,130,3,Divorced,43320,7.0,14,2,8.0,3,5,1,3,2016,4.0,2.0,3.0,2,0
42,Travel_Rarely,2,3,Medical,131,4,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2015,2.0,1.0,3.0,2,0
42,Travel_Rarely,2,3,Medical,131,4,Divorced,110310,3.0,12,1,8.0,2,5,1,2,2016,2.0,1.0,3.0,2,0
37,Travel_Rarely,9,1,Marketing,132,3,Single,44400,2.0,11,1,18.0,3,1,0,1,2015,3.0,2.0,2.0,2,0
37,Travel_Rarely,9,1,Marketing,132,3,Single,44400,2.0,11,1,18.0,3,1,0,1,2016,3.0,2.0,2.0,2,0
43,Travel_Rarely,10,2,Life Sciences,133,1,Divorced,46170,1.0,11,0,25.0,2,25,3,9,2015,1.0,2.0,3.0,3,0
43,Travel_Rarely,10,2,Life Sciences,133,1,Divorced,46170,1.0,11,0,25.0,2,25,3,9,2016,1.0,2.0,3.0,3,0
40,Travel_Rarely,6,2,Life Sciences,134,1,Married,26470,6.0,13,0,20.0,2,1,0,0,2015,2.0,3.0,3.0,2,0
40,Travel_Rarely,6,2,Life Sciences,134,1,Married,26470,6.0,13,0,20.0,2,1,0,0,2016,2.0,3.0,3.0,2,0
54,Travel_Rarely,9,3,Life Sciences,135,2,Married,63230,4.0,23,1,24.0,2,4,1,2,2015,1.0,1.0,2.0,2,0
54,Travel_Rarely,9,3,Life Sciences,135,2,Married,63230,4.0,23,1,24.0,2,4,1,2,2016,1.0,1.0,2.0,2,0
34,Non-Travel,28,3,Medical,136,1,Married,56770,9.0,20,1,6.0,3,3,1,2,2015,3.0,3.0,3.0,3,0
34,Non-Travel,28,3,Medical,136,1,Married,56770,9.0,20,1,6.0,3,3,1,2,2016,3.0,3.0,3.0,3,0
31,Travel_Rarely,10,4,Life Sciences,137,3,Married,21870,1.0,15,1,13.0,2,13,3,12,2015,2.0,1.0,1.0,2,0
31,Travel_Rarely,10,4,Life Sciences,137,3,Married,21870,1.0,15,1,13.0,2,13,3,12,2016,2.0,1.0,1.0,2,0
43,Travel_Frequently,14,3,Life Sciences,138,1,Married,37480,7.0,14,2,10.0,3,3,1,2,2015,4.0,4.0,3.0,2,0
43,Travel_Frequently,14,3,Life Sciences,138,1,Married,37480,7.0,14,2,10.0,3,3,1,2,2016,4.0,4.0,3.0,2,0
43,Travel_Rarely,27,4,Life Sciences,139,2,Divorced,39770,4.0,18,1,8.0,3,5,0,2,2015,3.0,3.0,3.0,3,0
43,Travel_Rarely,27,4,Life Sciences,139,2,Divorced,39770,4.0,18,1,8.0,3,5,0,2,2016,3.0,3.0,3.0,3,0
25,Travel_Rarely,7,2,Human Resources,140,1,Single,86330,1.0,19,1,5.0,2,5,1,3,2015,2.0,4.0,3.0,4,0
25,Travel_Rarely,7,2,Human Resources,140,1,Single,86330,1.0,19,1,5.0,2,5,1,3,2016,2.0,4.0,3.0,4,0
37,Non-Travel,1,3,Medical,141,3,Married,20080,3.0,22,0,15.0,5,13,10,7,2015,2.0,3.0,3.0,2,0
37,Non-Travel,1,3,Medical,141,3,Married,20080,3.0,22,0,15.0,5,13,10,7,2016,2.0,3.0,3.0,2,0
31,Travel_Rarely,24,1,Medical,142,3,Married,44400,1.0,13,1,4.0,2,4,3,2,2015,4.0,1.0,3.0,3,0
31,Travel_Rarely,24,1,Medical,142,3,Married,44400,1.0,13,1,4.0,2,4,3,2,2016,4.0,1.0,3.0,3,0
39,Travel_Frequently,26,4,Technical Degree,143,1,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2015,2.0,3.0,3.0,1,0
39,Travel_Frequently,26,4,Technical Degree,143,1,Divorced,30670,1.0,20,1,21.0,5,21,1,6,2016,2.0,3.0,3.0,1,0
56,Travel_Frequently,20,4,Life Sciences,144,3,Married,53210,9.0,14,0,36.0,1,7,7,7,2015,3.0,1.0,2.0,3,0
56,Travel_Frequently,20,4,Life Sciences,144,3,Married,53210,9.0,14,0,36.0,1,7,7,7,2016,3.0,1.0,2.0,3,0
30,Travel_Rarely,5,4,Medical,145,2,Single,54100,0.0,17,1,6.0,2,5,4,4,2015,2.0,3.0,3.0,3,0
30,Travel_Rarely,5,4,Medical,145,2,Single,54100,0.0,17,1,6.0,2,5,4,4,2016,2.0,3.0,3.0,3,0
41,Travel_Rarely,7,3,Technical Degree,146,3,Married,27820,1.0,14,0,10.0,2,10,0,7,2015,2.0,1.0,3.0,2,0
41,Travel_Rarely,7,3,Technical Degree,146,3,Married,27820,1.0,14,0,10.0,2,10,0,7,2016,2.0,1.0,3.0,2,0
28,Travel_Rarely,7,3,Medical,147,3,Divorced,119570,1.0,13,0,10.0,2,10,1,8,2015,3.0,1.0,3.0,2,0
28,Travel_Rarely,7,3,Medical,147,3,Divorced,119570,1.0,13,0,10.0,2,10,1,8,2016,3.0,1.0,3.0,2,0
25,Travel_Rarely,5,2,Life Sciences,148,3,Married,26600,5.0,13,0,6.0,3,2,0,2,2015,1.0,1.0,3.0,3,1
52,Travel_Rarely,26,2,Life Sciences,149,2,Married,33750,2.0,21,0,28.0,2,5,0,4,2015,4.0,3.0,3.0,2,0
52,Travel_Rarely,26,2,Life Sciences,149,2,Married,33750,2.0,21,0,28.0,2,5,0,4,2016,4.0,3.0,3.0,2,0
45,Travel_Rarely,2,3,Medical,150,1,Married,50980,3.0,14,1,8.0,4,2,0,2,2015,1.0,4.0,2.0,3,0
45,Travel_Rarely,2,3,Medical,150,1,Married,50980,3.0,14,1,8.0,4,2,0,2,2016,1.0,4.0,2.0,3,0
52,Travel_Rarely,12,3,Medical,151,2,Married,48780,2.0,11,1,31.0,3,5,1,4,2015,4.0,4.0,1.0,3,0
52,Travel_Rarely,12,3,Medical,151,2,Married,48780,2.0,11,1,31.0,3,5,1,4,2016,4.0,4.0,1.0,3,0
42,Travel_Frequently,10,3,Marketing,152,2,Divorced,28370,2.0,13,1,19.0,0,5,0,2,2015,1.0,3.0,3.0,2,0
42,Travel_Frequently,10,3,Marketing,152,2,Divorced,28370,2.0,13,1,19.0,0,5,0,2,2016,1.0,3.0,3.0,2,0
30,Travel_Rarely,25,3,Marketing,153,1,Single,24060,2.0,20,1,11.0,5,5,0,2,2015,3.0,4.0,3.0,3,0
30,Travel_Rarely,25,3,Marketing,153,1,Single,24060,2.0,20,1,11.0,5,5,0,2,2016,3.0,4.0,3.0,3,0
60,Travel_Rarely,10,3,Life Sciences,154,1,Married,22690,5.0,18,1,33.0,4,29,11,10,2015,1.0,1.0,1.0,3,0
60,Travel_Rarely,10,3,Life Sciences,154,1,Married,22690,5.0,18,1,33.0,4,29,11,10,2016,1.0,1.0,1.0,3,0
46,Travel_Rarely,19,4,Marketing,155,1,Divorced,41080,2.0,14,0,19.0,5,10,0,8,2015,3.0,3.0,2.0,2,0
46,Travel_Rarely,19,4,Marketing,155,1,Divorced,41080,2.0,14,0,19.0,5,10,0,8,2016,3.0,3.0,2.0,2,0
42,Travel_Frequently,18,4,Technical Degree,156,4,Married,132060,0.0,13,2,7.0,2,6,0,4,2015,4.0,4.0,4.0,3,0
42,Travel_Frequently,18,4,Technical Degree,156,4,Married,132060,0.0,13,2,7.0,2,6,0,4,2016,4.0,4.0,4.0,3,0
24,Travel_Rarely,27,2,Medical,157,1,Single,104220,1.0,17,1,6.0,0,5,1,4,2015,1.0,2.0,3.0,2,1
34,Travel_Frequently,5,3,Medical,158,2,Divorced,137440,0.0,20,1,3.0,3,2,1,0,2015,4.0,3.0,2.0,3,1
38,Travel_Frequently,3,3,Marketing,159,2,Married,49070,1.0,11,1,1.0,3,1,0,0,2015,4.0,4.0,3.0,3,0
38,Travel_Frequently,3,3,Marketing,159,2,Married,49070,1.0,11,1,1.0,3,1,0,0,2016,4.0,4.0,3.0,3,0
40,Travel_Rarely,26,4,Marketing,160,1,Married,34820,0.0,18,1,21.0,2,20,1,12,2015,3.0,3.0,3.0,2,0
40,Travel_Rarely,26,4,Marketing,160,1,Married,34820,0.0,18,1,21.0,2,20,1,12,2016,3.0,3.0,3.0,2,0
26,Travel_Rarely,3,2,Medical,161,4,Divorced,24360,1.0,24,0,3.0,2,3,0,2,2015,1.0,4.0,1.0,4,0
26,Travel_Rarely,3,2,Medical,161,4,Divorced,24360,1.0,24,0,3.0,2,3,0,2,2016,1.0,4.0,1.0,4,0
30,Non-Travel,15,3,Medical,162,2,Married,23800,4.0,18,3,9.0,2,5,1,4,2015,3.0,4.0,1.0,2,0
30,Non-Travel,15,3,Medical,162,2,Married,23800,4.0,18,3,9.0,2,5,1,4,2016,3.0,4.0,1.0,2,0
29,Travel_Rarely,8,3,Medical,163,3,Married,194310,1.0,11,0,10.0,3,10,0,7,2015,2.0,3.0,3.0,3,0
29,Travel_Rarely,8,3,Medical,163,3,Married,194310,1.0,11,0,10.0,3,10,0,7,2016,2.0,3.0,3.0,3,0
29,Travel_Rarely,19,4,Life Sciences,164,3,Married,17900,5.0,16,1,6.0,4,2,1,1,2015,3.0,2.0,4.0,2,1
19,Travel_Rarely,4,3,Medical,165,1,Single,76440,1.0,15,2,1.0,2,1,0,0,2015,1.0,4.0,4.0,3,1
30,Non-Travel,2,4,Life Sciences,166,3,Married,51310,0.0,15,1,10.0,2,9,7,8,2015,3.0,1.0,3.0,3,0
30,Non-Travel,2,4,Life Sciences,166,3,Married,51310,0.0,15,1,10.0,2,9,7,8,2016,3.0,1.0,3.0,3,0
57,Travel_Rarely,2,2,Life Sciences,167,4,Divorced,63060,3.0,12,1,32.0,3,1,0,0,2015,1.0,4.0,2.0,3,0
57,Travel_Rarely,2,2,Life Sciences,167,4,Divorced,63060,3.0,12,1,32.0,3,1,0,0,2016,1.0,4.0,2.0,3,0
50,Travel_Rarely,10,4,Life Sciences,168,3,Married,47870,0.0,12,0,28.0,3,27,15,7,2015,2.0,3.0,3.0,3,0
50,Travel_Rarely,10,4,Life Sciences,168,3,Married,47870,0.0,12,0,28.0,3,27,15,7,2016,2.0,3.0,3.0,3,0
30,Non-Travel,10,2,Life Sciences,169,3,Single,188800,0.0,22,1,12.0,3,11,6,7,2015,3.0,4.0,2.0,3,0
30,Non-Travel,10,2,Life Sciences,169,3,Single,188800,0.0,22,1,12.0,3,11,6,7,2016,3.0,4.0,2.0,3,0
60,Travel_Frequently,16,3,Life Sciences,170,4,Married,23390,4.0,20,0,22.0,4,18,13,11,2015,3.0,1.0,4.0,3,0
60,Travel_Frequently,16,3,Life Sciences,170,4,Married,23390,4.0,20,0,22.0,4,18,13,11,2016,3.0,1.0,4.0,3,0
47,Travel_Rarely,1,3,Technical Degree,171,5,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2015,1.0,4.0,3.0,2,0
47,Travel_Rarely,1,3,Technical Degree,171,5,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2016,1.0,4.0,3.0,2,0
46,Travel_Rarely,4,1,Technical Degree,172,1,Married,67120,6.0,21,1,26.0,3,3,0,1,2015,1.0,3.0,1.0,2,0
46,Travel_Rarely,4,1,Technical Degree,172,1,Married,67120,6.0,21,1,26.0,3,3,0,1,2016,1.0,3.0,1.0,2,0
35,Travel_Rarely,15,2,Medical,173,2,Single,54060,0.0,12,1,6.0,2,5,4,3,2015,4.0,3.0,3.0,3,0
35,Travel_Rarely,15,2,Medical,173,2,Single,54060,0.0,12,1,6.0,2,5,4,3,2016,4.0,3.0,3.0,3,0
54,Travel_Rarely,2,4,Medical,174,2,Single,89380,7.0,11,3,19.0,2,1,0,0,2015,3.0,3.0,3.0,3,0
54,Travel_Rarely,2,4,Medical,174,2,Single,89380,7.0,11,3,19.0,2,1,0,0,2016,3.0,3.0,3.0,3,0
34,Travel_Rarely,8,2,Life Sciences,175,1,Divorced,24390,3.0,11,2,14.0,2,7,5,7,2015,4.0,3.0,3.0,4,0
34,Travel_Rarely,8,2,Life Sciences,175,1,Divorced,24390,3.0,11,2,14.0,2,7,5,7,2016,4.0,3.0,3.0,4,0
46,Travel_Rarely,2,3,Life Sciences,176,1,Married,88370,2.0,18,0,15.0,3,3,1,2,2015,3.0,4.0,3.0,2,0
46,Travel_Rarely,2,3,Life Sciences,176,1,Married,88370,2.0,18,0,15.0,3,3,1,2,2016,3.0,4.0,3.0,2,0
31,Travel_Rarely,7,3,Life Sciences,177,2,Divorced,53430,1.0,14,1,13.0,3,13,0,8,2015,3.0,2.0,4.0,3,0
31,Travel_Rarely,7,3,Life Sciences,177,2,Divorced,53430,1.0,14,1,13.0,3,13,0,8,2016,3.0,2.0,4.0,3,0
33,Travel_Rarely,10,3,Life Sciences,178,4,Married,67280,7.0,22,0,15.0,2,7,7,7,2015,2.0,3.0,4.0,2,1
33,Travel_Rarely,5,4,Marketing,179,2,Divorced,66520,7.0,25,0,8.0,5,4,1,3,2015,1.0,4.0,3.0,3,1
30,Travel_Rarely,2,3,Life Sciences,180,1,Single,48500,0.0,12,1,4.0,4,3,1,2,2015,4.0,2.0,3.0,3,0
30,Travel_Rarely,2,3,Life Sciences,180,1,Single,48500,0.0,12,1,4.0,4,3,1,2,2016,4.0,2.0,3.0,3,0
35,Travel_Rarely,12,2,Medical,181,2,Married,28090,4.0,23,1,10.0,2,8,0,0,2015,4.0,3.0,3.0,1,0
35,Travel_Rarely,12,2,Medical,181,2,Married,28090,4.0,23,1,10.0,2,8,0,0,2016,4.0,3.0,3.0,1,0
31,Travel_Frequently,22,2,Medical,182,2,Married,56890,3.0,15,2,12.0,2,1,0,0,2015,1.0,3.0,3.0,2,1
34,Travel_Frequently,17,1,Marketing,183,1,Divorced,20010,9.0,22,1,11.0,5,3,0,2,2015,2.0,1.0,3.0,4,1
42,Travel_Frequently,2,4,Medical,184,1,Married,29770,4.0,15,3,8.0,3,2,2,0,2015,2.0,3.0,3.0,2,0
42,Travel_Frequently,2,4,Medical,184,1,Married,29770,4.0,15,3,8.0,3,2,2,0,2016,2.0,3.0,3.0,2,0
36,Non-Travel,3,4,Medical,185,1,Single,40250,1.0,11,0,10.0,3,10,9,7,2015,2.0,4.0,2.0,3,0
36,Non-Travel,3,4,Medical,185,1,Single,40250,1.0,11,0,10.0,3,10,9,7,2016,2.0,4.0,2.0,3,0
22,Travel_Frequently,7,3,Medical,186,2,Single,37850,5.0,13,2,4.0,2,2,1,2,2015,3.0,3.0,3.0,3,1
48,Travel_Rarely,6,3,Medical,187,1,Married,108540,2.0,14,1,14.0,6,9,6,7,2015,2.0,4.0,3.0,3,0
48,Travel_Rarely,6,3,Medical,187,1,Married,108540,2.0,14,1,14.0,6,9,6,7,2016,2.0,4.0,3.0,3,0
55,Travel_Rarely,1,3,Medical,188,1,Single,120310,3.0,11,0,37.0,5,10,7,7,2015,1.0,2.0,3.0,3,0
55,Travel_Rarely,1,3,Medical,188,1,Single,120310,3.0,11,0,37.0,5,10,7,7,2016,1.0,2.0,3.0,3,0
41,Non-Travel,3,2,Life Sciences,189,2,Single,99360,7.0,17,1,16.0,2,14,1,10,2015,4.0,4.0,3.0,2,0
41,Non-Travel,3,2,Life Sciences,189,2,Single,99360,7.0,17,1,16.0,2,14,1,10,2016,4.0,4.0,3.0,2,0
35,Travel_Rarely,22,3,Medical,190,1,Married,29660,9.0,18,0,15.0,2,11,6,9,2015,2.0,3.0,3.0,2,0
35,Travel_Rarely,22,3,Medical,190,1,Married,29660,9.0,18,0,15.0,2,11,6,9,2016,2.0,3.0,3.0,2,0
40,Travel_Rarely,15,3,Life Sciences,191,2,Single,25710,7.0,14,0,22.0,1,20,5,13,2015,2.0,3.0,3.0,3,0
40,Travel_Rarely,15,3,Life Sciences,191,2,Single,25710,7.0,14,0,22.0,1,20,5,13,2016,2.0,3.0,3.0,3,0
39,Travel_Frequently,12,1,Medical,192,1,Married,99910,1.0,16,1,8.0,3,8,0,7,2015,3.0,3.0,3.0,3,0
39,Travel_Frequently,12,1,Medical,192,1,Married,99910,1.0,16,1,8.0,3,8,0,7,2016,3.0,3.0,3.0,3,0
31,Travel_Rarely,1,4,Life Sciences,193,3,Single,61420,4.0,13,2,10.0,2,6,0,5,2015,2.0,4.0,4.0,2,0
31,Travel_Rarely,1,4,Life Sciences,193,3,Single,61420,4.0,13,2,10.0,2,6,0,5,2016,2.0,4.0,4.0,2,0
42,Travel_Rarely,5,3,Medical,194,3,Married,53900,1.0,14,0,10.0,3,10,5,8,2015,4.0,1.0,2.0,3,0
42,Travel_Rarely,5,3,Medical,194,3,Married,53900,1.0,14,0,10.0,3,10,5,8,2016,4.0,1.0,2.0,3,0
45,Travel_Rarely,2,1,Medical,195,4,Married,44040,0.0,23,0,9.0,2,8,3,7,2015,4.0,2.0,4.0,3,0
45,Travel_Rarely,2,1,Medical,195,4,Married,44040,0.0,23,0,9.0,2,8,3,7,2016,4.0,2.0,4.0,3,0
26,Travel_Frequently,2,1,Life Sciences,196,2,Divorced,59930,0.0,12,0,8.0,3,7,1,0,2015,3.0,3.0,2.0,3,1
29,Travel_Rarely,5,3,Medical,197,1,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2015,4.0,4.0,4.0,2,0
29,Travel_Rarely,5,3,Medical,197,1,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2016,4.0,4.0,4.0,2,0
33,Travel_Rarely,16,3,Medical,198,1,Divorced,20900,4.0,16,0,10.0,2,6,0,5,2015,1.0,3.0,3.0,3,0
33,Travel_Rarely,16,3,Medical,198,1,Divorced,20900,4.0,16,0,10.0,2,6,0,5,2016,1.0,3.0,3.0,3,0
31,Travel_Rarely,2,4,Life Sciences,199,1,Divorced,29090,9.0,14,2,10.0,2,5,0,1,2015,3.0,4.0,2.0,3,0
31,Travel_Rarely,2,4,Life Sciences,199,1,Divorced,29090,9.0,14,2,10.0,2,5,0,1,2016,3.0,4.0,2.0,3,0
18,Travel_Frequently,2,3,Technical Degree,200,1,Single,34680,1.0,18,2,0.0,4,0,0,0,2015,2.0,2.0,3.0,4,1
40,Non-Travel,1,4,Technical Degree,201,2,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2015,3.0,1.0,3.0,2,0
40,Non-Travel,1,4,Technical Degree,201,2,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2016,3.0,1.0,3.0,2,0
41,Non-Travel,23,3,Life Sciences,202,2,Single,26700,2.0,15,2,10.0,2,8,0,7,2015,1.0,3.0,3.0,2,0
41,Non-Travel,23,3,Life Sciences,202,2,Single,26700,2.0,15,2,10.0,2,8,0,7,2016,1.0,3.0,3.0,2,0
26,Travel_Rarely,9,4,Medical,203,3,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2015,1.0,3.0,3.0,2,0
26,Travel_Rarely,9,4,Medical,203,3,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2016,1.0,3.0,3.0,2,0
35,Travel_Rarely,16,4,Medical,204,2,Single,95260,1.0,15,0,5.0,2,5,0,3,2015,1.0,3.0,3.0,2,0
35,Travel_Rarely,16,4,Medical,204,2,Single,95260,1.0,15,0,5.0,2,5,0,3,2016,1.0,3.0,3.0,2,0
34,Travel_Rarely,26,3,Medical,205,1,Single,52370,1.0,19,1,10.0,3,10,5,7,2015,4.0,4.0,3.0,2,0
34,Travel_Rarely,26,3,Medical,205,1,Single,52370,1.0,19,1,10.0,3,10,5,7,2016,4.0,4.0,3.0,2,0
26,Travel_Rarely,1,3,Marketing,206,2,Single,24260,1.0,22,0,1.0,3,1,0,0,2015,3.0,4.0,1.0,1,1
37,Travel_Rarely,8,1,Life Sciences,207,1,Single,41930,4.0,16,1,12.0,5,6,1,2,2015,2.0,4.0,4.0,3,0
37,Travel_Rarely,8,1,Life Sciences,207,1,Single,41930,4.0,16,1,12.0,5,6,1,2,2016,2.0,4.0,4.0,3,0
46,Travel_Frequently,4,1,Medical,208,5,Married,29110,5.0,13,0,28.0,3,2,1,2,2015,1.0,3.0,2.0,3,0
46,Travel_Frequently,4,1,Medical,208,5,Married,29110,5.0,13,0,28.0,3,2,1,2,2016,1.0,3.0,2.0,3,0
41,Travel_Rarely,24,1,Life Sciences,209,1,Married,26610,7.0,14,1,22.0,2,18,11,8,2015,2.0,1.0,3.0,3,0
41,Travel_Rarely,24,1,Life Sciences,209,1,Married,26610,7.0,14,1,22.0,2,18,11,8,2016,2.0,1.0,3.0,3,0
37,Non-Travel,7,2,Medical,210,1,Divorced,20280,1.0,16,1,9.0,3,9,7,7,2015,1.0,2.0,3.0,3,0
37,Non-Travel,7,2,Medical,210,1,Divorced,20280,1.0,16,1,9.0,3,9,7,7,2016,1.0,2.0,3.0,3,0
52,Travel_Rarely,2,1,Medical,211,1,Divorced,99800,2.0,11,1,18.0,2,10,6,9,2015,4.0,1.0,3.0,3,0
52,Travel_Rarely,2,1,Medical,211,1,Divorced,99800,2.0,11,1,18.0,2,10,6,9,2016,4.0,1.0,3.0,3,0
32,Non-Travel,7,2,Life Sciences,212,2,Married,32980,8.0,22,0,6.0,4,4,1,2,2015,4.0,3.0,3.0,2,1
